,File ID,English_name,Vocalization_type,Quality,Time,Date,X,Y,Year,year
322,160803,Bombadil,song,B,17:51,6/21/2013,67,156,2013,2013.0
323,160622,Bombadil,song,B,5:34,5/28/2013,56,130,2013,2013.0
324,153879,Bombadil,call,B,7:00,7/23/2013,72,140,2013,2013.0
325,153344,Bombadil,song,B,5:00,6/10/2013,71,156,2013,2013.0
326,153038,Bombadil,song,B,7:00,6/26/2013,57,151,2013,2013.0
327,153037,Bombadil,song,B,8:00,6/25/2013,85,156,2013,2013.0
328,101450,Bombadil,song,B,11:10,5/10/2012,75,143,2012,2012.0
329,101449,Bombadil,song,B,10:55,5/10/2012,104,131,2012,2012.0
330,100088,Bombadil,song,B,9:30am,4/22/2012,68,152,2012,2012.0
331,100087,Bombadil,song,B,9:30am,4/22/2012,75,149,2012,2012.0
332,100086,Bombadil,song,B,9:30am,4/22/2012,71,151,2012,2012.0
333,95114,Bombadil,Call,B,19:15,8/8/2011,79,147,2011,2011.0
334,67480,Bombadil,Song,B,11:37,5/23/2010,68,154,2010,2010.0
335,50610,Bombadil,song,B,?:?,3/15/2006,71,162,2006,2006.0
336,50609,Bombadil,song,B,?:?,3/16/2007,70,144,2007,2007.0
337,50608,Bombadil,song,B,?:?,3/15/2006,68,155,2006,2006.0
338,50607,Bombadil,song,B,?:?,3/15/2006,70,166,2006,2006.0
339,50606,Bombadil,song,B,?:?,3/11/2005,75,135,2005,2005.0
340,50605,Bombadil,song,B,?:?,3/27/2005,72,140,2005,2005.0
341,50604,Bombadil,song,B,?:?,3/10/2006,89,138,2006,2006.0
342,50603,Bombadil,song,B,?:?,3/15/2006,48,56,2006,2006.0
343,50602,Bombadil,song,B,?:?,2/12/2007,66,170,2007,2007.0
344,50601,Bombadil,song,B,?:?,3/18/2006,69,165,2006,2006.0
345,50600,Bombadil,song,B,?:?,3/15/2006,91,140,2006,2006.0
346,50599,Bombadil,song,B,?:?,3/15/2006,74,139,2006,2006.0
347,50598,Bombadil,song,B,?:?,3/10/2005,80,145,2005,2005.0
348,50597,Bombadil,song,B,?:?,3/15/2006,61,134,2006,2006.0
349,50595,Bombadil,song,B,?:?,3/14/2006,76,172,2006,2006.0
350,50594,Bombadil,song,B,?:?,3/15/2006,72,148,2006,2006.0
351,50593,Bombadil,song,B,?:?,3/15/2006,72,155,2006,2006.0
352,50592,Bombadil,song,B,?:?,3/15/2006,72,149,2006,2006.0
353,50591,Bombadil,song,B,?:?,2/12/2007,60,119,2007,2007.0
354,50590,Bombadil,song,B,?:?,3/15/2006,73,141,2006,2006.0
355,50589,Bombadil,song,B,?:?,3/10/2006,48,57,2006,2006.0
356,50588,Bombadil,song,B,?:?,3/15/2006,81,139,2006,2006.0
357,50587,Bombadil,song,B,?:?,3/10/2006,136,125,2006,2006.0
358,50586,Bombadil,song,B,?:?,2/12/2007,90,111,2007,2007.0
360,31206,Bombadil,call,B,?,6/19/2008,84,139,2008,2008.0
361,31205,Bombadil,Call,B,?,6/19/2008,78,137,2008,2008.0
362,31204,Bombadil,Song,B,?,6/13/2008,82,138,2008,2008.0
363,31203,Bombadil,"Call, song",B,?,6/13/2008,69,152,2008,2008.0
364,31202,Bombadil,Song,B,?,6/13/2008,74,134,2008,2008.0
365,31049,Bombadil,Song,B,?,5/29/2008,74,141,2008,2008.0
366,31047,Bombadil,Song,B,?,5/29/2008,71,156,2008,2008.0
367,13791,Bombadil,song,B,7:10,6/3/2007,75,98,2007,2007.0
368,1366,Bombadil,song,B,?,4/29/2003,84,142,2003,2003.0
369,356871,Bombadil,song,C,16:30,6/25/2015,72,165,2015,2015.0
370,337964,Bombadil,call,C,9:07,7/1/2016,92,134,2016,2016.0
371,337314,Bombadil,song,C,15:15,5/29/2015,73,158,2015,2015.0
372,318258,Bombadil,call,C,3:30,5/17/2016,73,140,2016,2016.0
373,315032,Bombadil,call,C,7:07,4/24/2016,69,147,2016,2016.0
374,296896,Bombadil,"call, song",C,8:33,5/18/2012,70,130,2012,2012.0
375,296885,Bombadil,call,C,12:46,5/18/2011,73,141,2011,2011.0
376,180228,Bombadil,song,C,18:00,5/28/2014,72,138,2014,2014.0
377,137968,Bombadil,song,C,7:00,6/9/2013,81,129,2013,2013.0
378,131789,Bombadil,song,C,9:00,4/22/2013,66,144,2013,2013.0
379,100143,Bombadil,song,C,16:35,4/30/2012,77,133,2012,2012.0
380,31207,Bombadil,Call,C,?,6/19/2008,66,150,2008,2008.0
381,31046,Bombadil,Song,C,?,5/29/2008,69,155,2008,2008.0
382,31042,Bombadil,Call,C,?,5/29/2008,78,155,2008,2008.0
383,31041,Bombadil,Call,C,?,5/29/2008,78,137,2008,2008.0
384,246111,Bombadil,song,D,18:20,5/26/2015,64,131,2015,2015.0
385,216402,Bombadil,call,D,9:22,9/14/2013,71,163,2013,2013.0
386,216399,Bombadil,call,D,9:22,9/14/2013,71,157,2013,2013.0
387,176638,Bombadil,call,D,12:30,10/12/2013,65,148,2013,2013.0
388,83740,Bombadil,"call, song",D,9:45,3/27/2011,47,58,2011,2011.0
389,31044,Bombadil,"Call, song",D,?,5/29/2008,41,63,2008,2008.0
390,132418,Bombadil,song,E,18:10,5/3/2013,88,142,2013,2013.0
391,101415,Bombadil,call,E,night,5/13/2012,64,158,2012,2012.0
392,43642,Bombadil,song,E,7:30,6/20/2009,78,154,2009,2009.0
393,379541,Broad-winged Jojo,song,no score,11:30,7/1/2017,55,74,2017,2017.0
394,379335,Broad-winged Jojo,song,no score,15:31,7/1/2017,55,80,2017,2017.0
395,387362,Broad-winged Jojo,call,A,8:31,7/28/2013,53,87,2013,2013.0
396,371463,Broad-winged Jojo,"call, song",A,6:30,5/14/2017,61,75,2017,2017.0
397,317055,Broad-winged Jojo,"call, song",A,7:30,5/16/2016,63,91,2016,2016.0
398,317045,Broad-winged Jojo,call,A,16:30,5/15/2016,60,78,2016,2016.0
399,278203,Broad-winged Jojo,?,A,17:46,6/10/2015,69,90,2015,2015.0
400,278201,Broad-winged Jojo,?,A,17:45,6/10/2015,66,90,2015,2015.0
401,262816,Broad-winged Jojo,call,A,8:00,7/18/2015,40,132,2015,2015.0
402,192537,Broad-winged Jojo,call,A,8:14,6/14/2014,42,86,2014,2014.0
403,192536,Broad-winged Jojo,call,A,8:34,6/14/2014,56,145,2014,2014.0
404,184319,Broad-winged Jojo,call,A,7:00,6/28/2014,61,76,2014,2014.0
405,182068,Broad-winged Jojo,"call, song",A,8:00,5/22/2014,54,76,2014,2014.0
406,140782,Broad-winged Jojo,call,A,6:35,6/27/2013,55,78,2013,2013.0
407,139568,Broad-winged Jojo,call,A,8:00,6/23/2013,92,133,2013,2013.0
408,135669,Broad-winged Jojo,"call, song",A,10:30,5/26/2013,61,75,2013,2013.0
409,80335,Broad-winged Jojo,song,A,8:24,6/7/2011,56,83,2011,2011.0
410,59092,Broad-winged Jojo,Call,A,?,7/31/2010,142,47,2010,2010.0
411,51531,Broad-winged Jojo,song,A,?:?,5/10/2005,77,140,2005,2005.0
413,33567,Broad-winged Jojo,call,A,10:00,4/27/2009,135,45,2009,2009.0
414,33566,Broad-winged Jojo,"call, song",A,10:00,4/27/2009,60,76,2009,2009.0
415,33565,Broad-winged Jojo,song,A,10:00,4/27/2009,59,75,2009,2009.0
416,33564,Broad-winged Jojo,"call, song",A,10:00,4/27/2009,87,132,2009,2009.0
417,33563,Broad-winged Jojo,"call, song",A,10:00,4/27/2009,59,84,2009,2009.0
418,14955,Broad-winged Jojo,call,A,10:00,6/22/2007,67,82,2007,2007.0
419,14954,Broad-winged Jojo,call,A,4:00,6/14/2007,55,53,2007,2007.0
420,13689,Broad-winged Jojo,song,A,7:32,6/4/2007,61,156,2007,2007.0
421,395415,Broad-winged Jojo,call,B,8:00,6/4/2017,45,49,2017,2017.0
422,389986,Broad-winged Jojo,call,B,6:19,5/27/2017,70,81,2017,2017.0
423,389985,Broad-winged Jojo,call,B,6:16,5/27/2017,64,75,2017,2017.0
424,385856,Broad-winged Jojo,call,B,9:00,7/19/2015,56,84,2015,2015.0
425,379258,Broad-winged Jojo,call,B,6:55,7/10/2017,149,160,2017,2017.0
426,373461,Broad-winged Jojo,call,B,16:00,4/14/2017,46,75,2017,2017.0
427,372595,Broad-winged Jojo,song,B,12:00,5/26/2017,143,54,2017,2017.0
428,357148,Broad-winged Jojo,call,B,8:00,2/25/2017,39,63,2017,2017.0
429,320111,Broad-winged Jojo,call,B,16:30,5/29/2016,55,79,2016,2016.0
430,319446,Broad-winged Jojo,song,B,5:44,5/30/2016,33,152,2016,2016.0
431,319008,Broad-winged Jojo,song,B,2:00,5/28/2016,151,158,2016,2016.0
432,278199,Broad-winged Jojo,?,B,17:36,6/10/2015,38,85,2015,2015.0
433,255840,Broad-winged Jojo,call,B,10:00,7/5/2015,70,157,2015,2015.0
434,253869,Broad-winged Jojo,"call, song",B,8:46,3/20/2015,69,83,2015,2015.0
435,253864,Broad-winged Jojo,"call, song",B,8:46,3/20/2015,133,37,2015,2015.0
436,253853,Broad-winged Jojo,"call, song",B,8:44,3/20/2015,60,78,2015,2015.0
437,253850,Broad-winged Jojo,"call, song",B,8:44,3/20/2015,48,80,2015,2015.0
438,253355,Broad-winged Jojo,call,B,9:30,6/6/2015,79,130,2015,2015.0
439,228616,Broad-winged Jojo,call,B,19:00,4/25/1999,58,76,1999,1999.0
440,196882,Broad-winged Jojo,call,B,6:30,8/25/2014,79,132,2014,2014.0
441,196875,Broad-winged Jojo,song,B,6:00,8/25/2014,51,74,2014,2014.0
442,194599,Broad-winged Jojo,call,B,20:08,7/30/2014,33,140,2014,2014.0
443,194583,Broad-winged Jojo,call,B,20:12,7/30/2014,43,73,2014,2014.0
444,179051,Broad-winged Jojo,?,B,9:00,5/9/2014,70,143,2014,2014.0
445,176376,Broad-winged Jojo,call,B,14:03,4/27/2014,53,69,2014,2014.0
446,164751,Broad-winged Jojo,song,B,7:38,5/11/2012,56,78,2012,2012.0
447,164748,Broad-winged Jojo,song,B,11:09,5/10/2012,10,147,2012,2012.0
448,164744,Broad-winged Jojo,call,B,12:19,5/12/2012,129,108,2012,2012.0
449,164739,Broad-winged Jojo,call,B,12:19,5/12/2012,57,74,2012,2012.0
450,160321,Broad-winged Jojo,call,B,5:58,5/5/2013,45,65,2013,2013.0
451,159336,Broad-winged Jojo,call,B,11:44,8/24/2012,60,77,2012,2012.0
452,159277,Broad-winged Jojo,call,B,11:58,8/19/2012,58,77,2012,2012.0
453,158560,Broad-winged Jojo,call,B,8:30,4/11/2013,66,81,2013,2013.0
454,142861,Broad-winged Jojo,song,B,18:00,6/16/2013,75,145,2013,2013.0
455,140783,Broad-winged Jojo,call,B,7:50,6/27/2013,50,79,2013,2013.0
456,135668,Broad-winged Jojo,"call, song",B,10:30,5/26/2013,60,74,2013,2013.0
457,135667,Broad-winged Jojo,song,B,10:30,5/26/2013,63,88,2013,2013.0
458,108734,Broad-winged Jojo,call,B,19:25,8/28/2012,45,74,2012,2012.0
459,103814,Broad-winged Jojo,"call, song",B,10:30am,6/13/2012,58,75,2012,2012.0
460,102207,Broad-winged Jojo,call,B,8:15,5/27/2012,56,73,2012,2012.0
461,101243,Broad-winged Jojo,song,B,5:15am,5/16/2012,36,141,2012,2012.0
462,94147,Broad-winged Jojo,song,B,15:30,7/9/2011,45,76,2011,2011.0
463,86466,Broad-winged Jojo,"call, song",B,15:59,7/9/2011,59,76,2011,2011.0
464,82759,Broad-winged Jojo,call,B,7:15,7/3/2011,55,74,2011,2011.0
465,59093,Broad-winged Jojo,Call,B,?,7/31/2010,53,76,2010,2010.0
466,54331,Broad-winged Jojo,"call, song",B,11:00am,7/12/2008,64,82,2008,2008.0
467,43644,Broad-winged Jojo,call,B,8:30,6/20/2009,44,81,2009,2009.0
468,17165,Broad-winged Jojo,Song,B,?,7/9/2007,57,76,2007,2007.0
469,17162,Broad-winged Jojo,call,B,?,7/9/2007,62,78,2007,2007.0
470,330559,Broad-winged Jojo,call,C,17:00,8/7/2016,63,76,2016,2016.0
471,320501,Broad-winged Jojo,call,C,19:00,6/7/2016,61,91,2016,2016.0
472,288571,Broad-winged Jojo,call,C,8:52,3/7/1998,49,64,1998,1998.0
473,253903,Broad-winged Jojo,call,C,9:30,6/6/2015,125,107,2015,2015.0
474,183604,Broad-winged Jojo,song,C,10:00,6/21/2014,58,77,2014,2014.0
475,164742,Broad-winged Jojo,call,C,12:19,5/12/2012,60,75,2012,2012.0
476,164736,Broad-winged Jojo,song,C,11:43,5/9/2013,58,79,2013,2013.0
477,160341,Broad-winged Jojo,call,C,9:25,5/5/2013,56,74,2013,2013.0
478,141872,Broad-winged Jojo,call,C,9:00,8/25/2012,65,92,2012,2012.0
479,141537,Broad-winged Jojo,song,C,8:30,6/27/2013,42,87,2013,2013.0
480,138081,Broad-winged Jojo,call,C,5:00,6/11/2013,51,76,2013,2013.0
481,17164,Broad-winged Jojo,Song,C,?,7/9/2007,59,77,2007,2007.0
482,1202,Broad-winged Jojo,song,C,?,7/18/2003,57,86,2003,2003.0
483,369858,Broad-winged Jojo,song,D,4:45,6/25/2016,75,85,2016,2016.0
484,182957,Broad-winged Jojo,song,D,14:30,6/21/2014,59,78,2014,2014.0
485,172982,Broad-winged Jojo,song,D,4:30,6/17/2013,57,87,2013,2013.0
486,96700,Broad-winged Jojo,call,D,9:50,9/16/2009,75,86,2009,2009.0
487,388694,Canadian Cootamum,call,A,6:00,5/1/2016,32,125,2016,2016.0
488,388693,Canadian Cootamum,call,A,6:00,5/1/2016,31,138,2016,2016.0
489,363105,Canadian Cootamum,song,A,20:05,4/5/2017,32,148,2017,2017.0
490,362651,Canadian Cootamum,call,A,19:00,4/2/2017,37,129,2017,2017.0
491,360916,Canadian Cootamum,call,A,18:30,3/22/2017,52,168,2017,2017.0
492,358027,Canadian Cootamum,call,A,18:28,3/5/2017,76,151,2017,2017.0
493,325432,Canadian Cootamum,call,A,19:30,5/13/2016,142,99,2016,2016.0
494,313736,Canadian Cootamum,song,A,20:30,4/22/2016,35,136,2016,2016.0
495,309337,Canadian Cootamum,call,A,20:30,3/28/2016,28,144,2016,2016.0
496,305888,Canadian Cootamum,call,A,20:23,5/25/2011,41,125,2011,2011.0
497,243587,Canadian Cootamum,call,A,7:00,3/13/2015,85,133,2015,2015.0
498,243586,Canadian Cootamum,call,A,6:30,3/16/2015,30,132,2015,2015.0
499,237375,Canadian Cootamum,song,A,20:30,4/25/2015,76,159,2015,2015.0
500,218671,Canadian Cootamum,call,A,20:00,3/20/2015,25,146,2015,2015.0
501,217815,Canadian Cootamum,call,A,18:30,2/8/2015,32,136,2015,2015.0
502,217766,Canadian Cootamum,call,A,6:30,3/15/2015,38,142,2015,2015.0
503,166584,Canadian Cootamum,call,A,6:40,2/8/2014,34,135,2014,2014.0
504,96745,Canadian Cootamum,song,A,20:00,3/13/2012,124,122,2012,2012.0
505,96744,Canadian Cootamum,song,A,20:00,3/13/2012,44,158,2012,2012.0
506,96743,Canadian Cootamum,song,A,20:00,3/13/2012,35,149,2012,2012.0
507,96741,Canadian Cootamum,song,A,20:00,3/13/2012,58,157,2012,2012.0
508,78342,Canadian Cootamum,call,A,21:38,5/15/2011,31,137,2011,2011.0
509,77262,Canadian Cootamum,song,A,20:30,2/17/2011,39,141,2011,2011.0
510,51754,Canadian Cootamum,song,A,21:00,3/14/2009,28,114,2009,2009.0
511,31012,Canadian Cootamum,song,A,6:30,4/10/2008,37,60,2008,2008.0
512,370196,Canadian Cootamum,call,B,20:00,5/12/2017,13,127,2017,2017.0
513,358052,Canadian Cootamum,call,B,18:30,3/5/2017,26,141,2017,2017.0
514,358026,Canadian Cootamum,call,B,18:21,3/5/2017,30,146,2017,2017.0
515,325435,Canadian Cootamum,call,B,4:30,5/14/2016,38,136,2016,2016.0
516,318915,Canadian Cootamum,call,B,19:00,3/28/2015,33,137,2015,2015.0
517,313737,Canadian Cootamum,song,B,20:30,4/22/2016,63,147,2016,2016.0
518,312946,Canadian Cootamum,call,B,19:30,4/18/2016,36,135,2016,2016.0
519,308295,Canadian Cootamum,"call, song",B,20:20,3/23/2016,126,112,2016,2016.0
520,306856,Canadian Cootamum,call,B,18:15,3/12/2016,33,135,2016,2016.0
521,306348,Canadian Cootamum,call,B,21:05,5/28/2011,43,162,2011,2011.0
522,301714,Canadian Cootamum,call,B,18:00,1/29/2016,32,134,2016,2016.0
523,272302,Canadian Cootamum,call,B,6:45,2/10/2015,83,145,2015,2015.0
524,217832,Canadian Cootamum,call,B,18:35,2/8/2015,30,144,2015,2015.0
525,217829,Canadian Cootamum,call,B,18:33,2/8/2015,59,77,2015,2015.0
526,217817,Canadian Cootamum,call,B,18:30,2/8/2015,30,128,2015,2015.0
527,216516,Canadian Cootamum,call,B,6:48,2/2/2014,41,137,2014,2014.0
528,216509,Canadian Cootamum,call,B,6:48,2/2/2014,32,136,2014,2014.0
529,202087,Canadian Cootamum,?,B,6:00,11/10/2014,40,134,2014,2014.0
530,171997,Canadian Cootamum,"call, song",B,20:15,3/26/2014,138,109,2014,2014.0
531,171994,Canadian Cootamum,"call, song",B,20:15,3/26/2014,36,124,2014,2014.0
532,171991,Canadian Cootamum,"call, song",B,20:15,3/26/2014,38,135,2014,2014.0
533,167153,Canadian Cootamum,song,B,18:56,2/7/2014,30,139,2014,2014.0
534,138068,Canadian Cootamum,call,B,6:21,3/16/2013,100,130,2013,2013.0
535,138054,Canadian Cootamum,?,B,19:44,3/11/2013,36,140,2013,2013.0
536,134501,Canadian Cootamum,call,B,20:40,5/17/2013,23,144,2013,2013.0
537,133923,Canadian Cootamum,call,B,21:08,5/16/2013,32,138,2013,2013.0
538,133048,Canadian Cootamum,call,B,20:27,4/6/2012,34,138,2012,2012.0
539,125207,Canadian Cootamum,call,B,6:27,3/16/2013,28,135,2013,2013.0
540,99969,Canadian Cootamum,call,B,20:52,4/27/2012,26,149,2012,2012.0
541,93791,Canadian Cootamum,call,B,20:19,1/29/2012,72,131,2012,2012.0
542,93789,Canadian Cootamum,call,B,20:19,1/29/2012,53,94,2012,2012.0
543,45508,Canadian Cootamum,call,B,19:10,3/16/2010,33,134,2010,2010.0
544,15173,Canadian Cootamum,call,B,20:58,5/23/2007,38,139,2007,2007.0
545,15171,Canadian Cootamum,call,B,20:52,5/23/2007,35,137,2007,2007.0
546,305896,Canadian Cootamum,call,C,21:03,5/25/2011,75,140,2011,2011.0
547,301715,Canadian Cootamum,call,C,18:00,1/29/2016,22,136,2016,2016.0
548,237821,Canadian Cootamum,song,C,10:00,4/28/2015,24,124,2015,2015.0
549,236020,Canadian Cootamum,call,C,20:00,4/14/2015,32,135,2015,2015.0
550,217831,Canadian Cootamum,call,C,18:35,2/8/2015,36,134,2015,2015.0
551,217801,Canadian Cootamum,call,C,18:29,2/8/2015,64,157,2015,2015.0
552,217792,Canadian Cootamum,call,C,18:28,2/8/2015,31,134,2015,2015.0
553,181303,Canadian Cootamum,call,C,4:30,5/31/2014,21,137,2014,2014.0
554,129225,Canadian Cootamum,call,C,19:45,4/8/2013,36,139,2013,2013.0
555,93790,Canadian Cootamum,call,C,20:19,1/29/2012,34,137,2012,2012.0
556,72511,Canadian Cootamum, call,C,6.1,2/27/2011,39,126,2011,2011.0
557,55153,Canadian Cootamum,?,C,2:39,4/2/2010,21,132,2010,2010.0
558,51755,Canadian Cootamum,song,C,9:00pm,3/14/2009,73,156,2009,2009.0
559,45509,Canadian Cootamum,song,C,19:10,3/16/2010,137,43,2010,2010.0
560,31861,Canadian Cootamum,?,C,18:34,3/7/2009,38,144,2009,2009.0
561,312954,Canadian Cootamum,call,D,19:30,4/18/2016,71,145,2016,2016.0
562,311816,Canadian Cootamum,call,D,6:30,3/25/2016,40,129,2016,2016.0
563,217781,Canadian Cootamum,call,D,18:25,2/8/2015,43,124,2015,2015.0
564,96742,Canadian Cootamum,song,D,8:00pm,3/13/2012,24,135,2012,2012.0
565,75443,Canadian Cootamum,song,D,19:40,3/24/2010,32,137,2010,2010.0
566,31011,Canadian Cootamum,?,D,6:30,4/10/2008,30,129,2008,2008.0
567,31010,Canadian Cootamum,song,D,6:30,4/10/2008,32,136,2008,2008.0
568,404839,Canadian Cootamum,call,E,20:00,6/5/2017,50,134,2017,2017.0
569,397439,Carries Champagne Pipit,call,no score,11:00,11/4/2017,137,158,2017,2017.0
570,397437,Carries Champagne Pipit,call,no score,13:00,10/31/2017,138,46,2017,2017.0
571,397429,Carries Champagne Pipit,call,no score,13:00,11/2/2017,138,46,2017,2017.0
572,405209,Carries Champagne Pipit,call,A,19:22,6/20/2016,138,44,2016,2016.0
573,395909,Carries Champagne Pipit,call,A,11:00,12/12/2017,139,49,2017,2017.0
574,392005,Carries Champagne Pipit,call,A,7:16,11/5/2017,136,36,2017,2017.0
575,356568,Carries Champagne Pipit,call,A,15:00,2/23/2017,145,51,2017,2017.0
576,353842,Carries Champagne Pipit,call,A,?,10/4/2015,40,159,2015,2015.0
577,344102,Carries Champagne Pipit,call,A,7:00,1/8/2010,155,37,2010,2010.0
578,340347,Carries Champagne Pipit,call,A,10:30,10/22/2016,136,36,2016,2016.0
579,335836,Carries Champagne Pipit,call,A,8:00,9/10/1988,121,44,1988,1988.0
580,334375,Carries Champagne Pipit,call,A,9:54,9/11/2016,116,23,2016,2016.0
581,306883,Carries Champagne Pipit,call,A,10:30,10/19/2015,134,39,2015,2015.0
582,306366,Carries Champagne Pipit,call,A,17:00,3/5/2016,78,84,2016,2016.0
583,267497,Carries Champagne Pipit,call,A,9:00,4/7/2015,138,48,2015,2015.0
584,256980,Carries Champagne Pipit,call,A,8:00,10/8/2014,145,39,2014,2014.0
585,209669,Carries Champagne Pipit,call,A,7:57,11/16/2013,135,70,2013,2013.0
586,197379,Carries Champagne Pipit,call,A,9:20,4/17/2014,42,34,2014,2014.0
587,197378,Carries Champagne Pipit,song,A,9:20,4/17/2014,119,58,2014,2014.0
588,162716,Carries Champagne Pipit,call,A,7:59,6/9/2013,77,129,2013,2013.0
589,149851,Carries Champagne Pipit,call,A,10:15,5/13/2013,140,43,2013,2013.0
590,97418,Carries Champagne Pipit,call,A,11:30 AM,1/8/2012,56,123,2012,2012.0
591,90049,Carries Champagne Pipit,call,A,?,11/9/2011,144,62,2011,2011.0
592,65790,Carries Champagne Pipit,call,A,?,9/26/2010,136,41,2010,2010.0
593,61943,Carries Champagne Pipit,call,A,17:00,7/31/2010,135,43,2010,2010.0
594,405206,Carries Champagne Pipit,call,B,19:37,6/20/2016,136,40,2016,2016.0
595,392818,Carries Champagne Pipit,call,B,12:37,12/14/2014,67,166,2014,2014.0
596,391082,Carries Champagne Pipit,call,B,18:30,10/28/2017,167,22,2017,2017.0
597,390051,Carries Champagne Pipit,call,B,10:00,10/15/2017,149,49,2017,2017.0
598,380344,Carries Champagne Pipit,call,B,11:00,5/12/2017,91,140,2017,2017.0
599,380150,Carries Champagne Pipit,song,B,11:00,5/12/2017,28,137,2017,2017.0
600,367479,Carries Champagne Pipit,"call, song",B,11:00,5/2/2017,158,13,2017,2017.0
601,367477,Carries Champagne Pipit,"call, song",B,10:00,5/2/2017,142,47,2017,2017.0
602,358383,Carries Champagne Pipit,call,B,16:00,6/2/2016,136,38,2016,2016.0
603,357183,Carries Champagne Pipit,call,B,16:00,2/26/2017,146,46,2017,2017.0
604,345088,Carries Champagne Pipit,call,B,9:41,12/4/2016,143,49,2016,2016.0
605,344100,Carries Champagne Pipit,call,B,11:00,12/2/2015,137,29,2015,2015.0
606,338522,Carries Champagne Pipit,call,B,10:00,10/15/2016,136,32,2016,2016.0
607,338521,Carries Champagne Pipit,call,B,10:15,10/15/2016,91,125,2016,2016.0
608,337676,Carries Champagne Pipit,call,B,10:25,10/1/2016,82,157,2016,2016.0
609,329257,Carries Champagne Pipit,call,B,11:00,6/19/2016,147,38,2016,2016.0
610,303832,Carries Champagne Pipit,call,B,9:00,12/25/2015,139,45,2015,2015.0
611,295504,Carries Champagne Pipit,call,B,8:30,12/16/2015,149,48,2015,2015.0
612,267498,Carries Champagne Pipit,call,B,9:00,4/7/2015,85,152,2015,2015.0
613,209947,Carries Champagne Pipit,call,B,7:30,12/21/2013,143,44,2013,2013.0
614,198897,Carries Champagne Pipit,call,B,12:00,11/2/2013,131,59,2013,2013.0
615,175348,Carries Champagne Pipit,call,B,12:00,4/19/2014,49,62,2014,2014.0
616,113403,Carries Champagne Pipit,song,B,10:10,7/1/2012,86,132,2012,2012.0
617,113402,Carries Champagne Pipit,call,B,10:00,7/1/2012,146,26,2012,2012.0
618,101108,Carries Champagne Pipit,call,B,?,10/15/2012,140,46,2012,2012.0
619,91419,Carries Champagne Pipit,call,B,10:12,12/13/2011,140,38,2011,2011.0
620,91303,Carries Champagne Pipit,call,B,15:13,12/4/2011,135,44,2011,2011.0
621,91300,Carries Champagne Pipit,call,B,15:17,12/3/2011,121,44,2011,2011.0
622,91299,Carries Champagne Pipit,call,B,15:16,12/3/2011,140,62,2011,2011.0
623,91298,Carries Champagne Pipit,call,B,15:09,12/4/2011,147,59,2011,2011.0
624,91295,Carries Champagne Pipit,call,B,9:00,12/9/2011,142,40,2011,2011.0
625,91294,Carries Champagne Pipit,call,B,9:00,12/9/2011,71,67,2011,2011.0
626,91293,Carries Champagne Pipit,call,B,9:00,12/9/2011,29,103,2011,2011.0
627,90340,Carries Champagne Pipit,Call,B,09:??,11/18/2011,34,137,2011,2011.0
628,61960,Carries Champagne Pipit,call,B,10:00,8/6/2010,140,43,2010,2010.0
629,61959,Carries Champagne Pipit,call,B,10:00,8/6/2010,128,115,2010,2010.0
630,61944,Carries Champagne Pipit,call,B,17:00,7/31/2010,137,45,2010,2010.0
631,44798,Carries Champagne Pipit,call,B,?,1/6/2010,139,44,2010,2010.0
632,44797,Carries Champagne Pipit,call,B,?,1/6/2010,134,47,2010,2010.0
633,27256,Carries Champagne Pipit,call,B,6:00,12/20/2008,148,65,2008,2008.0
634,24785,Carries Champagne Pipit,call,B,9:30,11/29/2008,73,158,2008,2008.0
635,405185,Carries Champagne Pipit,song,C,9:43,6/6/2016,141,41,2016,2016.0
636,395981,Carries Champagne Pipit,call,C,14:00,12/12/2017,129,48,2017,2017.0
637,391081,Carries Champagne Pipit,call,C,15:30,10/28/2017,107,106,2017,2017.0
638,391080,Carries Champagne Pipit,call,C,15:30,10/28/2017,138,44,2017,2017.0
639,390542,Carries Champagne Pipit,call,C,17:00,10/22/2017,134,52,2017,2017.0
640,358132,Carries Champagne Pipit,call,C,15:30,2/1/2017,141,43,2017,2017.0
641,338753,Carries Champagne Pipit,call,C,13:20,10/14/2016,140,41,2016,2016.0
642,338163,Carries Champagne Pipit,call,C,10:00,10/15/2016,147,52,2016,2016.0
643,328304,Carries Champagne Pipit,call,C,16:00,2/26/2016,131,39,2016,2016.0
644,321515,Carries Champagne Pipit,call,C,10:20,10/11/2014,140,42,2014,2014.0
645,284667,Carries Champagne Pipit,call,C,9:00,10/11/2015,137,44,2015,2015.0
646,267499,Carries Champagne Pipit,call,C,9:00,5/11/2015,128,50,2015,2015.0
647,199204,Carries Champagne Pipit,call,C,10:00,10/17/2014,137,46,2014,2014.0
648,158454,Carries Champagne Pipit,call,C,11:30,12/5/2013,148,155,2013,2013.0
649,152409,Carries Champagne Pipit,call,C,10:30,10/21/2013,152,36,2013,2013.0
650,149180,Carries Champagne Pipit,call,C,8:30,9/28/2013,138,48,2013,2013.0
651,147774,Carries Champagne Pipit,call,C,8:30,9/18/2013,48,66,2013,2013.0
652,142690,Carries Champagne Pipit,call,C,11:00,10/9/2005,136,46,2005,2005.0
653,114327,Carries Champagne Pipit,call,C,10:30,12/9/2012,139,43,2012,2012.0
654,112478,Carries Champagne Pipit,call,C,16:30,10/26/2012,138,40,2012,2012.0
